num,CVE_ESTADO,DES_ESTADO,CVE_DIAGNO,DES_DIAGNO,CVE_CIE10,ACUMULADO,MENORES_1,DE01_A_04,DE05_A_09,DE10_A_14,DE15_A_19,DE20_A_24,DE25_A_44,DE45_A_49,DE50_A_59,DE60_A_64,DE65_Y_MAS,SE_IGNORAN,SSA,IMSS_ORD,ISSSTE,OTRAS,IMSS_SOL,D_IF,PEMEX,SEDENA,SEDEMAR,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE,PERIODO,MENORES_1F,DE01_A_04F,DE05_A_09F,DE10_A_14F,DE15_A_19F,DE20_A_24F,DE25_A_44F,DE45_A_49F,DE50_A_59F,DE60_A_64F,DE65_Y_MAF,SE_IGNORAF,TOTALM,TOTALF,SSAM,IMSS_ORDM,ISSSTEM,OTRASM,IMSS_SOLM,D_IFM,PEMEXM,SEDENAM,SEDEMARM,SSAF,IMSS_ORDF,ISSSTEF,OTRASF,IMSS_SOLF,D_IFF,PEMEXF,SEDENAF,SEDEMARF,ENEROM,FEBREROM,MARZOM,ABRILM,MAYOM,JUNIOM,JULIOM,AGOSTOM,SEPTIEMBRM,OCTUBREM,NOVIEMBREM,DICIEMBREM,ENEROF,FEBREROF,MARZOF,ABRILF,MAYOF,JUNIOF,JULIOF,AGOSTOF,SEPTIEMBRF,OCTUBREF,NOVIEMBREF,DICIEMBREF
6038,11,Guanajuato,112,Intoxicación aguda por alcohol,F10.0,3297,0,0,2,19,227,309,1141,304,419,164,118,0,2284,465,211,336,0,0,0,1,0,234,220,348,242,286,284,293,336,259,205,309,281,2016,0,0,1,15,119,123,208,47,39,24,18,0,2703,594,1831,382,201,288,0,0,0,1,0,453,83,10,48,0,0,0,0,0,186,176,272,210,242,239,217,287,212,176,254,232,48,44,76,32,44,45,76,49,47,29,55,49
6039,11,Guanajuato,114,Desnutrición leve,E44.1,2468,284,420,172,80,29,15,23,6,15,16,97,0,1061,1083,223,78,23,0,0,0,0,159,187,253,257,233,342,212,232,153,186,175,79,2016,332,467,159,80,42,29,57,3,17,15,110,0,1157,1311,531,468,103,42,13,0,0,0,0,530,615,120,36,10,0,0,0,0,81,85,110,122,103,164,103,109,77,86,80,37,78,102,143,135,130,178,109,123,76,100,95,42
6040,11,Guanajuato,115,Desnutrición moderada,E44.0,266,57,50,2,5,3,0,13,3,1,0,7,0,232,8,9,15,1,0,1,0,0,9,22,23,23,31,40,25,31,17,21,13,11,2016,41,48,4,4,3,3,12,1,2,0,7,0,141,125,131,4,2,4,0,0,0,0,0,101,4,7,11,1,0,1,0,0,7,11,7,13,13,29,12,14,8,8,10,9,2,11,16,10,18,11,13,17,9,13,3,2
6041,11,Guanajuato,116,Desnutrición severa,E40-E43,128,14,8,4,5,1,2,6,3,4,1,4,0,71,38,10,9,0,0,0,0,0,8,8,11,13,10,28,7,11,6,6,16,4,2016,23,15,8,2,2,0,12,1,2,4,7,0,52,76,31,12,4,5,0,0,0,0,0,40,26,6,4,0,0,0,0,0,4,5,4,4,4,12,3,4,3,2,6,1,4,3,7,9,6,16,4,7,3,4,10,3
6042,11,Guanajuato,117,Displasia cervical leve y moderada@,N87.0-N87.1,1619,0,0,0,0,0,0,0,0,0,0,0,0,1330,253,8,13,7,0,3,5,0,76,152,179,143,186,229,137,143,127,101,85,61,2016,0,0,0,2,85,243,892,142,186,38,31,0,0,1619,0,0,0,0,0,0,0,0,0,1330,253,8,13,7,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,76,152,179,143,186,229,137,143,127,101,85,61
6043,11,Guanajuato,118,Displasia cervical severa y CaCu in situ@,"D06, N87.2",264,0,0,0,0,0,0,0,0,0,0,0,0,222,38,1,0,0,0,3,0,0,17,18,30,23,23,41,24,22,14,25,22,5,2016,0,0,0,0,4,17,147,23,42,9,22,0,0,264,0,0,0,0,0,0,0,0,0,222,38,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,30,23,23,41,24,22,14,25,22,5
6044,11,Guanajuato,119,Tumor maligno de mama#,C50,309,0,0,0,0,0,1,3,1,2,0,4,0,177,63,13,34,0,0,22,0,0,29,32,36,33,31,39,15,35,9,13,18,19,2016,0,0,0,0,0,2,66,64,80,26,60,0,11,298,5,1,3,2,0,0,0,0,0,172,62,10,32,0,0,22,0,0,0,1,0,3,0,2,0,3,0,0,0,2,29,31,36,30,31,37,15,32,9,13,18,17
6045,11,Guanajuato,12,Teniasis,B68,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2016,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6046,11,Guanajuato,122,Violencia intrafamiliar,Y07.0-Y07.2,4498,2,8,23,23,22,15,64,18,18,6,8,0,4482,0,0,1,0,0,15,0,0,288,343,510,528,385,422,336,355,419,410,312,190,2016,1,7,26,51,408,507,2034,462,485,127,183,0,207,4291,205,0,0,0,0,0,2,0,0,4277,0,0,1,0,0,13,0,0,9,18,11,17,28,17,24,18,12,17,15,21,279,325,499,511,357,405,312,337,407,393,297,169
6047,11,Guanajuato,123,Peatón lesionado en accidente de transporte,V01-V09,1028,1,37,55,63,111,89,199,26,33,17,41,0,950,23,9,39,0,0,4,3,0,86,69,92,79,62,104,66,63,88,96,131,92,2016,3,17,33,33,64,42,96,11,26,3,28,0,672,356,631,11,3,23,0,0,3,1,0,319,12,6,16,0,0,1,2,0,53,45,59,53,42,70,41,43,58,58,94,56,33,24,33,26,20,34,25,20,30,38,37,36
6048,11,Guanajuato,124,Accidentes de transporte en vehículos con motor,"V20-V29, V40-V79",6009,7,82,100,213,809,750,1287,210,193,74,118,0,3969,236,295,1428,0,0,72,9,0,426,376,555,390,386,562,466,541,490,474,865,478,2016,10,65,71,133,337,333,779,161,149,53,75,0,3843,2166,2735,175,167,706,0,0,52,8,0,1234,61,128,722,0,0,20,1,0,291,256,352,270,252,373,293,335,314,298,506,303,135,120,203,120,134,189,173,206,176,176,359,175
6049,11,Guanajuato,125,Quemaduras,T20-T32,4757,34,284,188,201,200,394,838,147,183,46,127,0,1876,2583,16,191,3,0,88,0,0,374,368,426,443,451,443,373,483,358,312,339,387,2016,25,297,127,108,149,215,660,143,186,70,135,0,2642,2115,1018,1454,8,115,3,0,44,0,0,858,1129,8,76,0,0,44,0,0,219,199,239,232,254,213,197,270,210,172,189,248,155,169,187,211,197,230,176,213,148,140,150,139
6050,11,Guanajuato,126,Mordeduras por perro,W54,5516,8,316,572,520,306,276,623,119,199,84,188,0,3805,1299,25,344,1,0,42,0,0,372,377,548,462,443,579,474,605,462,407,411,376,2016,7,221,330,254,184,155,524,139,217,79,195,0,3211,2305,2226,757,12,193,1,0,22,0,0,1579,542,13,151,0,0,20,0,0,225,219,347,276,257,316,284,352,249,236,219,231,147,158,201,186,186,263,190,253,213,171,192,145
6051,11,Guanajuato,127,Diabetes mellitus insulinodependiente (Tipo I)~,E10,45,0,1,1,7,7,1,0,0,0,0,0,0,29,14,2,0,0,0,0,0,0,4,7,3,5,3,5,4,3,3,2,6,0,2016,0,0,3,12,12,1,0,0,0,0,0,0,17,28,12,4,1,0,0,0,0,0,0,17,10,1,0,0,0,0,0,0,2,1,2,3,1,0,2,1,0,2,3,0,2,6,1,2,2,5,2,2,3,0,3,0
6052,11,Guanajuato,128,Gingivitis y enfermedades periodontales,K05,45094,6,242,968,1089,1167,1343,4163,1649,2291,1436,1858,0,16761,17686,6353,1103,463,0,2724,4,0,3578,4095,4459,4113,3872,4989,3293,3917,3116,3287,3824,2551,2016,9,308,1062,1381,2420,3915,9798,2547,3545,1747,2150,0,16212,28882,5658,5606,3027,600,181,0,1138,2,0,11103,12080,3326,503,282,0,1586,2,0,1245,1400,1501,1389,1298,1707,1300,1558,1135,1215,1499,965,2333,2695,2958,2724,2574,3282,1993,2359,1981,2072,2325,1586
6053,11,Guanajuato,129,Encefalocele,Q01,5,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,2016,3,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
6054,11,Guanajuato,130,Espina bífida,Q05,10,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,3,0,2,2016,3,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0
6055,11,Guanajuato,131,Labio y paladar hendido,Q35-Q37,20,12,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,2,0,1,0,0,2,3,1,3,6,1,1,2016,8,0,0,0,0,0,0,0,0,0,0,0,12,8,11,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,5,0,1,1,0,1,0,0,1,2,1,0,1,1,0
6056,11,Guanajuato,132,Mordeduras por otros mamíferos,W55,225,2,12,15,14,5,11,22,4,11,6,10,0,164,52,1,4,0,0,4,0,0,12,14,18,14,21,27,16,27,20,19,18,19,2016,2,18,8,5,8,3,32,11,12,4,10,0,112,113,87,21,0,2,0,0,2,0,0,77,31,1,2,0,0,2,0,0,7,6,15,4,7,12,9,12,10,8,12,10,5,8,3,10,14,15,7,15,10,11,6,9
6057,11,Guanajuato,133,Mordedura por serpiente,X20,85,0,0,0,5,3,7,14,6,13,2,6,0,81,1,0,2,0,0,1,0,0,1,1,1,2,9,7,16,23,17,6,1,1,2016,0,0,1,4,3,2,11,1,3,1,3,0,56,29,54,1,0,1,0,0,0,0,0,27,0,0,1,0,0,1,0,0,0,1,1,2,4,5,14,14,10,4,1,0,1,0,0,0,5,2,2,9,7,2,0,1
6058,11,Guanajuato,135,Obesidad,E66,8795,24,64,164,190,124,249,1291,273,366,196,190,0,940,7441,81,114,4,0,215,0,0,672,686,789,853,809,1165,589,760,500,695,698,579,2016,31,57,120,216,208,461,2430,660,910,266,305,0,3131,5664,327,2626,28,48,1,0,101,0,0,613,4815,53,66,3,0,114,0,0,254,233,256,289,276,415,193,301,169,250,272,223,418,453,533,564,533,750,396,459,331,445,426,356
6059,11,Guanajuato,136,Diabetes mellitus que se origina con el embarazo=,O24.4,471,0,0,0,0,0,0,0,0,0,0,0,0,184,261,16,7,3,0,0,0,0,37,55,41,36,35,43,31,36,36,38,46,37,2016,0,0,0,0,22,77,363,6,3,0,0,0,0,471,0,0,0,0,0,0,0,0,0,184,261,16,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,55,41,36,35,43,31,36,36,38,46,37
6060,11,Guanajuato,137,Enteritis debida a rotavirus,A08.0,191,57,55,2,0,0,0,0,0,0,0,0,0,180,7,0,4,0,0,0,0,0,2,4,36,66,18,17,14,20,5,5,0,4,2016,44,31,1,1,0,0,0,0,0,0,0,0,114,77,108,4,0,2,0,0,0,0,0,72,3,0,2,0,0,0,0,0,2,3,23,36,8,9,6,15,4,5,0,3,0,1,13,30,10,8,8,5,1,0,0,1
6061,11,Guanajuato,14,Otras helmintiasis,"B65-B67, B70-B76, B78, B79, B81-B83",1333,14,100,108,73,24,51,112,13,43,12,36,0,52,1247,11,1,0,0,22,0,0,94,117,110,145,135,174,111,142,88,118,64,35,2016,8,92,139,79,28,51,167,43,55,24,61,0,586,747,18,556,2,0,0,0,10,0,0,34,691,9,1,0,0,12,0,0,48,54,47,73,58,75,48,62,35,48,24,14,46,63,63,72,77,99,63,80,53,70,40,21
6062,11,Guanajuato,144,Leishmaniasis visceral,B55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6063,11,Guanajuato,145,Leishmaniasis cutánea,B55.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6064,11,Guanajuato,146,Enfermedad por virus Chikungunya,A92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6065,11,Guanajuato,147,Síndrome febril,R50,1021,61,142,79,32,19,32,88,17,15,7,18,0,62,944,2,0,0,0,13,0,0,60,170,104,119,126,100,40,56,85,75,53,33,2016,46,159,67,16,16,35,104,16,29,9,14,0,510,511,26,476,1,0,0,0,7,0,0,36,468,1,0,0,0,6,0,0,35,102,43,60,61,48,20,30,36,35,22,18,25,68,61,59,65,52,20,26,49,40,31,15
6066,11,Guanajuato,148,Efectos del calor y de la luz,T67,49,0,5,2,0,1,0,2,0,8,1,3,0,4,45,0,0,0,0,0,0,0,1,5,9,4,5,7,4,4,3,1,3,3,2016,1,3,4,1,1,1,6,3,4,1,2,0,22,27,3,19,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,4,5,0,1,2,3,3,1,1,1,1,1,1,4,4,4,5,1,1,2,0,2,2
6067,11,Guanajuato,149,Adicciones,F10-F19 excepto F10.0,1048,0,0,0,18,121,167,409,46,69,19,40,0,425,594,3,9,0,0,17,0,0,54,65,117,80,90,102,78,129,82,79,96,76,2016,0,0,0,4,36,24,57,9,12,4,13,0,889,159,346,520,2,8,0,0,13,0,0,79,74,1,1,0,0,4,0,0,44,56,98,74,71,80,61,114,70,64,86,71,10,9,19,6,19,22,17,15,12,15,10,5
6068,11,Guanajuato,15,Faringitis y amigdalitis estreptocócicas,"J02.0, J03.0",89,2,11,10,5,3,5,4,1,0,0,0,0,20,58,0,0,11,0,0,0,0,5,8,3,3,4,10,9,8,4,13,20,2,2016,1,4,7,7,4,2,16,0,6,0,1,0,41,48,8,27,0,0,6,0,0,0,0,12,31,0,0,5,0,0,0,0,4,4,1,1,2,4,3,4,0,8,9,1,1,4,2,2,2,6,6,4,4,5,11,1
6069,11,Guanajuato,150,Cirrosis hepática alcohólica,K70.3,137,0,0,0,0,0,2,31,14,29,7,19,0,73,38,7,14,0,0,5,0,0,9,7,17,12,8,16,12,17,10,7,14,8,2016,0,0,0,0,0,1,7,3,4,5,15,0,102,35,56,32,3,8,0,0,3,0,0,17,6,4,6,0,0,2,0,0,7,6,13,9,7,13,7,14,7,4,10,5,2,1,4,3,1,3,5,3,3,3,4,3
6070,11,Guanajuato,151,Hiperplasia de la próstata},N40,2218,0,0,0,0,0,0,51,96,414,394,1263,0,97,1856,215,27,0,0,23,0,0,186,184,214,193,225,284,148,241,168,147,138,90,2016,0,0,0,0,0,0,0,0,0,0,0,0,2218,0,97,1856,215,27,0,0,23,0,0,0,0,0,0,0,0,0,0,0,186,184,214,193,225,284,148,241,168,147,138,90,0,0,0,0,0,0,0,0,0,0,0,0
6071,11,Guanajuato,152,Hipotermia,T68,11,1,0,0,0,0,1,1,0,1,0,4,0,0,11,0,0,0,0,0,0,0,4,0,4,0,0,1,0,1,1,0,0,0,2016,0,1,1,0,0,0,0,0,0,0,1,0,8,3,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
6072,11,Guanajuato,153,Intoxicación por monoxido de carbono,T58,19,0,0,0,2,2,5,5,0,3,0,0,0,6,13,0,0,0,0,0,0,0,1,4,0,1,1,5,1,2,0,0,2,2,2016,0,0,0,0,0,0,1,1,0,0,0,0,17,2,5,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4,0,1,0,4,1,2,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0
6073,11,Guanajuato,155,Anorexia y bulimia,F50,36,0,0,0,1,3,1,2,0,0,0,1,0,1,30,3,2,0,0,0,0,0,1,2,0,4,8,4,3,3,2,4,3,2,2016,0,0,0,6,7,5,5,2,2,0,1,0,8,28,0,6,1,1,0,0,0,0,0,1,24,2,1,0,0,0,0,0,0,1,0,0,2,2,0,0,0,1,1,1,1,1,0,4,6,2,3,3,2,3,2,1
6074,11,Guanajuato,16,Infecciones respiratorias agudas,"J00-J06, J20, J21 excepto J02.0 y J03.0",1060512,47101,111491,78153,46190,25103,22346,57471,18405,23868,13972,23138,0,618766,282460,82644,49973,4435,0,17249,4985,0,102714,146812,127694,76455,65279,82501,62365,67916,71176,80239,101544,75817,2016,44032,106544,78718,46928,33202,33201,108152,34458,49495,23239,35305,0,467238,593274,269498,125306,34977,25983,1651,0,7743,2080,0,349268,157154,47667,23990,2784,0,9506,2905,0,44267,64455,56873,34309,29322,37032,27402,29532,31376,35341,44667,32662,58447,82357,70821,42146,35957,45469,34963,38384,39800,44898,56877,43155
6075,11,Guanajuato,169,Depresión,F32,2210,0,0,5,23,31,25,124,41,64,33,87,0,637,1262,206,79,6,0,20,0,0,120,156,184,185,190,245,120,238,185,230,210,147,2016,0,0,7,53,114,126,548,216,349,117,247,0,433,1777,110,259,37,20,0,0,7,0,0,527,1003,169,59,6,0,13,0,0,26,35,47,36,38,42,25,41,31,44,38,30,94,121,137,149,152,203,95,197,154,186,172,117
6076,11,Guanajuato,17,Neumonías y bronconeumonías,"J12-J18 excepto J18.2, J13 y J14",6193,504,646,197,92,55,72,325,97,216,123,769,0,3849,1707,150,411,8,0,68,0,0,714,894,871,429,310,366,259,348,297,448,702,555,2016,372,546,165,57,76,79,325,111,295,193,878,0,3096,3097,1984,816,54,206,2,0,34,0,0,1865,891,96,205,6,0,34,0,0,348,413,440,213,161,193,125,175,148,230,357,293,366,481,431,216,149,173,134,173,149,218,345,262
6077,11,Guanajuato,170,Enfermedad de Parkinson{,G20,130,0,0,0,0,0,0,0,3,15,13,38,0,3,99,22,4,0,0,2,0,0,10,21,15,9,10,12,7,11,11,10,9,5,2016,0,0,0,0,0,0,1,4,7,9,40,0,69,61,1,55,9,3,0,0,1,0,0,2,44,13,1,0,0,1,0,0,9,11,9,6,4,5,0,7,8,3,4,3,1,10,6,3,6,7,7,4,3,7,5,2
6078,11,Guanajuato,171,Enfermedad de Alzheimer+,G30,58,0,0,0,0,0,0,0,0,1,2,18,0,0,46,10,2,0,0,0,0,0,2,6,5,9,8,4,6,5,2,6,3,2,2016,0,0,0,0,0,0,0,0,0,1,36,0,21,37,0,14,6,1,0,0,0,0,0,0,32,4,1,0,0,0,0,0,2,4,1,1,4,0,1,2,2,3,0,1,0,2,4,8,4,4,5,3,0,3,3,1
6079,11,Guanajuato,172,Herida por arma de fuego y punzocortantes,W32-W34,1937,0,17,27,66,362,365,644,56,61,24,28,0,1881,36,0,13,0,0,7,0,0,100,135,153,138,161,171,153,168,174,158,232,194,2016,2,7,6,23,45,39,109,13,23,2,18,0,1650,287,1605,30,0,9,0,0,6,0,0,276,6,0,4,0,0,1,0,0,88,117,134,119,137,134,131,144,150,139,196,161,12,18,19,19,24,37,22,24,24,19,36,33
6080,11,Guanajuato,173,Conjuntivitis,H10,32524,1192,1963,1522,1089,756,1088,3149,960,1281,715,1480,0,12645,14115,2843,1633,20,0,981,287,0,2259,2827,3452,3392,3018,3589,2336,2998,2398,2298,2263,1694,2016,1117,1697,1432,1048,866,1095,3758,1218,2157,1058,1883,0,15195,17329,5767,6709,1324,821,9,0,458,107,0,6878,7406,1519,812,11,0,523,180,0,1038,1349,1565,1630,1456,1652,1113,1414,1131,1045,1027,775,1221,1478,1887,1762,1562,1937,1223,1584,1267,1253,1236,919
6081,11,Guanajuato,174,"Contacto traumatico con avispas, avispones y abejas",X23,924,1,35,49,65,58,57,160,21,26,7,44,0,663,237,1,2,0,0,21,0,0,49,38,45,71,90,98,98,138,82,86,84,45,2016,1,12,32,49,39,48,131,23,36,9,21,0,523,401,380,134,0,1,0,0,8,0,0,283,103,1,1,0,0,13,0,0,31,19,23,39,46,55,65,84,48,41,49,23,18,19,22,32,44,43,33,54,34,45,35,22
6082,11,Guanajuato,175,Tifo epidémico,A75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6083,11,Guanajuato,176,Enfermedad invasiva por neumococo,"A40.3, G00.1, J13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6084,11,Guanajuato,177,Otras salmonelosis,A02,766,1,4,5,11,17,32,108,26,30,8,18,0,69,397,294,5,0,0,1,0,0,55,64,75,92,88,116,53,65,42,69,28,19,2016,2,5,8,16,27,44,205,62,87,25,25,0,260,506,15,166,77,1,0,0,1,0,0,54,231,217,4,0,0,0,0,0,16,13,31,25,31,48,26,25,13,25,5,2,39,51,44,67,57,68,27,40,29,44,23,17
6085,11,Guanajuato,178,Fiebre Paratifoidea A,A01.1,42,0,0,1,1,2,0,4,0,0,0,0,0,29,0,13,0,0,0,0,0,0,4,5,5,2,6,4,9,1,1,1,3,1,2016,0,0,0,0,4,8,12,3,1,3,3,0,8,34,7,0,1,0,0,0,0,0,0,22,0,12,0,0,0,0,0,0,0,1,4,0,2,0,0,0,0,0,1,0,4,4,1,2,4,4,9,1,1,1,2,1
6086,11,Guanajuato,179,Vulvovaginitis aguda^,N76.0,11653,0,0,0,0,0,0,0,0,0,0,0,0,7628,2839,493,454,77,0,162,0,0,772,855,1006,1018,865,1356,871,1161,911,951,1088,799,2016,6,39,86,197,1431,2193,5194,1058,961,265,223,0,0,11653,0,0,0,0,0,0,0,0,0,7628,2839,493,454,77,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772,855,1006,1018,865,1356,871,1161,911,951,1088,799
6087,11,Guanajuato,18,Otitis media aguda,H65.0-H65.1,26044,347,1907,2187,1277,821,701,1493,586,638,337,426,0,20160,396,2369,2653,90,0,176,200,0,2345,2711,2725,1855,1606,2160,1703,2191,1946,1988,2850,1964,2016,353,1946,2203,1502,1295,1265,3396,1044,1251,468,601,0,10720,15324,8060,183,1027,1264,31,0,69,86,0,12100,213,1342,1389,59,0,107,114,0,980,1098,1113,731,658,892,701,918,817,803,1155,854,1365,1613,1612,1124,948,1268,1002,1273,1129,1185,1695,1110
6088,11,Guanajuato,180,Otras rickettsiosis,A79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6089,11,Guanajuato,181,Afección nosocomial,Y95,2349,177,39,49,45,58,63,288,65,154,55,193,0,2346,0,0,0,0,0,3,0,0,162,208,228,221,159,292,191,200,209,182,175,122,2016,141,41,26,20,100,101,260,68,135,66,205,0,1186,1163,1185,0,0,0,0,0,1,0,0,1161,0,0,0,0,0,2,0,0,69,104,104,113,99,153,98,87,109,99,91,60,93,104,124,108,60,139,93,113,100,83,84,62
6090,11,Guanajuato,183,Infección por Virus Zika,U06.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6091,11,Guanajuato,184,Microcefalia**,Q02,5,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,2016,4,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0
6092,11,Guanajuato,19,Tuberculosis respiratoria,A15-A16,217,0,0,0,0,3,10,42,16,21,13,25,0,172,37,3,4,0,0,1,0,0,15,13,12,21,25,22,23,20,14,17,15,20,2016,0,0,0,1,7,7,20,9,19,7,17,0,130,87,99,28,2,1,0,0,0,0,0,73,9,1,3,0,0,1,0,0,7,8,8,14,15,16,15,13,9,8,10,7,8,5,4,7,10,6,8,7,5,9,5,13
6093,11,Guanajuato,20,Candidiasis urogenital#,B37.3-B37.4,5723,0,0,0,2,6,19,48,14,12,6,4,0,4838,238,290,162,176,0,9,10,0,425,457,542,446,453,637,424,545,497,488,511,298,2016,0,0,0,50,637,1163,2558,497,386,185,136,0,111,5612,70,24,1,7,6,0,2,1,0,4768,214,289,155,170,0,7,9,0,6,8,12,7,10,14,8,12,10,13,6,5,419,449,530,439,443,623,416,533,487,475,505,293
6094,11,Guanajuato,21,Chancro blando#,A57,6,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,1,0,2016,0,0,0,0,0,0,1,1,1,1,1,0,1,5,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0
6095,11,Guanajuato,22,Herpes genital#,A60.0,66,0,0,0,0,1,3,20,0,7,5,4,0,12,53,0,0,0,0,1,0,0,4,2,5,10,6,7,5,7,12,5,2,1,2016,0,0,0,0,2,3,15,1,3,0,2,0,40,26,5,34,0,0,0,0,1,0,0,7,19,0,0,0,0,0,0,0,2,2,4,8,4,3,3,5,6,2,0,1,2,0,1,2,2,4,2,2,6,3,2,0
6096,11,Guanajuato,23,Infección gonocócica del tracto genitourinario#,A54.0-A54.2,10,0,0,0,0,0,1,2,0,0,0,0,0,5,4,0,1,0,0,0,0,0,0,0,0,4,0,1,0,2,1,1,1,0,2016,0,0,0,0,0,1,5,0,1,0,0,0,3,7,1,2,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4,0,0,0,1,0,1,1,0
